technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Onshore Wind Turbine,56211,SW1,37.5,,37.5,37.5,2003,2033,0.435,,0.0,26700.0
Onshore Wind Turbine,56212,SW2,98.8,,98.8,98.8,2005,2035,0.436,,0.0,21806.0
Onshore Wind Turbine,56240,1,120.6,,120.6,120.6,2006,2036,0.264,,0.0,20589.0
Onshore Wind Turbine,56270,1,114.0,,114.0,114.0,2005,2035,0.413,,0.0,20959.0
Onshore Wind Turbine,56291,1,213.0,,213.0,213.0,2005,2035,0.37,,0.0,15280.0
Onshore Wind Turbine,56291,2,223.5,,223.5,223.5,2006,2036,0.37,,0.0,14483.0
Onshore Wind Turbine,56291,3,299.0,,299.0,299.0,2006,2036,0.37,,0.0,7799.0
Onshore Wind Turbine,56311,SW3,144.0,,135.0,144.0,2005,2035,0.368,,0.0,18873.0
Onshore Wind Turbine,56337,SW4,241.0,,241.0,241.0,2007,2037,0.309,,0.0,15584.0
Natural Gas Fired Combined Cycle,56349,CT1A,70.0,,90.6,84.0,2007,2062,0.362,8.588,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,56349,CT1B,70.0,,90.6,84.0,2007,2062,0.362,8.588,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,56349,CT2A,68.0,,86.5,84.0,2002,2057,0.362,8.588,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,56349,CT2B,68.0,,86.5,84.0,2002,2057,0.362,8.588,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,56349,ST1,98.1,,98.1,98.1,2007,2062,0.362,8.588,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,56349,ST2,98.1,,98.1,98.1,2008,2063,0.362,8.588,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,56350,CT1A,85.0,,90.0,85.0,2002,2057,0.446,8.584,0.664765822,8987.410604
Natural Gas Fired Combined Cycle,56350,CT1B,85.0,,90.0,85.0,2002,2057,0.446,8.584,0.664765822,8987.410604
Natural Gas Fired Combined Cycle,56350,CT2A,85.0,,90.0,85.0,2002,2057,0.446,8.584,0.664765822,8987.410604
Natural Gas Fired Combined Cycle,56350,CT2B,85.0,,90.0,85.0,2002,2057,0.446,8.584,0.664765822,8987.410604
Natural Gas Fired Combustion Turbine,56350,CT4A,31.0,,37.0,31.0,2023,2078,0.924,9.447,2.46,4120.0
Natural Gas Fired Combustion Turbine,56350,CT4B,31.0,,37.0,31.0,2023,2078,0.924,9.447,2.46,4120.0
Natural Gas Fired Combined Cycle,56350,ST1,103.0,,105.1,103.0,2007,2062,0.446,8.584,0.664765822,8987.410604
Natural Gas Fired Combined Cycle,56350,ST2,103.0,,115.0,103.0,2008,2063,0.446,8.584,0.664765822,8987.410604
Onshore Wind Turbine,56372,SW5,80.5,,80.5,80.5,2007,2037,0.26,,0.0,21466.0
Natural Gas Fired Combustion Turbine,56374,CT1,3.7,,4.6,4.6,2006,2061,0.625,11.816,1.370381634,1230.331313
Petroleum Liquids,56374,DG1,1.5,,1.5,1.5,2006,2056,0.001,10.745,2.740763267,8080.909324
Onshore Wind Turbine,56394,1,124.2,,124.2,124.2,2006,2036,0.254,,0.0,20711.0
Onshore Wind Turbine,56395,1,200.0,,200.0,200.0,2007,2037,0.27,,0.0,16858.0
Landfill Gas,59649,UNIT3,1.1,,1.1,1.1,2014,2114,0.309,13.5,3.136,10167.0
Landfill Gas,59649,UNIT4,1.1,,1.1,1.1,2014,2114,0.309,13.5,3.136,10167.0
Onshore Wind Turbine,56457,1,84.0,,84.0,84.0,2006,2036,0.41,,0.0,15279.0
Onshore Wind Turbine,56479,2,89.5,,89.5,89.5,2007,2037,0.19,,0.0,22073.0
Onshore Wind Turbine,56483,1,200.0,,200.0,200.0,2008,2038,0.274,,0.0,15695.0
Onshore Wind Turbine,56484,1,232.5,,232.5,232.5,2007,2037,0.234,,0.0,15669.0
Onshore Wind Turbine,56506,SCW,130.5,,130.5,130.5,2007,2037,0.241,,0.0,20865.0
Landfill Gas,56524,GEN1,1.6,,1.6,1.6,2007,2107,0.73,13.5,2.908,112251.0
Landfill Gas,56524,GEN2,1.6,,1.6,1.6,2007,2107,0.73,13.5,2.701,100263.0
Landfill Gas,56524,GEN3,1.6,,1.6,1.6,2007,2107,0.73,13.5,2.701,100263.0
Onshore Wind Turbine,56592,CH1,126.5,,126.5,126.5,2008,2038,0.293,,0.0,18363.0
Onshore Wind Turbine,56593,RO1,209.0,,209.0,209.0,2008,2038,0.265,,0.0,14599.0
Conventional Steam Coal,56611,S01,103.5186,,111.888,103.5186,2013,2088,0.543,9.604,1.180755267,24124.78679
Conventional Steam Coal,56611,S01,595.9314,,644.112,595.9314,2013,2088,0.543,9.604,1.180755267,24124.78679
Conventional Steam Coal,56611,S01,233.15,,252.0,233.15,2013,2088,0.543,9.604,1.180755267,24124.78679
Onshore Wind Turbine,56638,GEN1,170.2,,170.2,170.2,2008,2038,0.238,,0.0,16226.0
Onshore Wind Turbine,56644,1,120.0,,120.0,120.0,2008,2038,0.25,,0.0,6988.0
Onshore Wind Turbine,56649,1,101.2,,101.2,101.2,2009,2039,0.289,,0.0,21147.0
Onshore Wind Turbine,56661,1,283.2,,283.2,283.2,2008,2038,0.224,,0.0,3290.0
Natural Gas Fired Combustion Turbine,56674,CGT1,44.0,,60.5,46.0,2010,2065,0.055,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,56674,CGT2,44.0,,60.5,46.0,2010,2065,0.055,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,56674,CGT3,44.0,,60.5,46.0,2010,2065,0.055,10.745,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,56674,CGT4,44.0,,60.5,46.0,2010,2065,0.055,10.745,1.74861846,1121.119057
Onshore Wind Turbine,56754,1,0.08,,0.08,0.08,2008,2038,0.24,,0.0,15616.0
Onshore Wind Turbine,56754,1,79.92,,79.92,79.92,2008,2038,0.24,,0.0,15616.0
Onshore Wind Turbine,56754,2,0.0696,,0.0696,0.0696,2009,2039,0.24,,0.0,14422.0
Onshore Wind Turbine,56754,2,0.0696,,0.0696,0.0696,2009,2039,0.24,,0.0,14422.0
Onshore Wind Turbine,56754,2,69.5304,,69.5304,69.5304,2009,2039,0.24,,0.0,14422.0
Onshore Wind Turbine,56763,1,149.5,,149.5,149.5,2007,2037,0.362,,0.0,17296.0
Onshore Wind Turbine,56763,2,214.5,,214.5,214.5,2007,2037,0.362,,0.0,15423.0
Onshore Wind Turbine,56763,3,186.0,,186.0,186.0,2008,2038,0.362,,0.0,14943.0
Onshore Wind Turbine,56763,4,112.5,,112.5,112.5,2008,2038,0.362,,0.0,17835.0
Onshore Wind Turbine,56771,1,17.6352,,17.6352,17.6352,2008,2038,0.299,,0.0,19864.0
Onshore Wind Turbine,56771,1,32.5248,,32.5248,32.5248,2008,2038,0.299,,0.0,19864.0
Onshore Wind Turbine,56771,1,2.64,,2.64,2.64,2008,2038,0.299,,0.0,19864.0
Onshore Wind Turbine,56773,1,150.0,,150.0,150.0,2008,2038,0.335,,0.0,5236.0
Onshore Wind Turbine,56774,1,169.5,,169.5,169.5,2008,2038,0.248,,0.0,15901.0
Onshore Wind Turbine,56775,1,120.0,,120.0,120.0,2007,2037,0.234,,0.0,16947.0
Onshore Wind Turbine,56776,1,120.0,,120.0,120.0,2016,2046,0.446,,0.0,13321.0
Onshore Wind Turbine,56783,1,121.9,,121.9,121.9,2008,2038,0.334,,0.0,17483.0
Onshore Wind Turbine,56795,1,201.6,,201.6,201.6,2009,2039,0.21,,0.0,4132.0
Onshore Wind Turbine,56823,HWFG1,162.3,,165.6,162.3,2008,2038,0.274,,0.0,16355.0
Onshore Wind Turbine,56920,1,153.9,,142.5,153.9,2008,2038,0.41,,0.0,17041.0
Onshore Wind Turbine,56921,1,124.7,,115.5,124.7,2008,2038,0.392,,0.0,17724.0
Onshore Wind Turbine,56956,1,180.0,,180.0,180.0,2008,2038,0.154,,0.0,14649.0
Onshore Wind Turbine,56959,OWF,58.8,,58.8,58.8,2008,2038,0.077,,0.0,19315.0
Onshore Wind Turbine,56961,GE,59.4,,59.4,59.4,2009,2039,0.25,,0.0,14543.0
Onshore Wind Turbine,56961,GE,0.6,,0.6,0.6,2009,2039,0.25,,0.0,14543.0
Onshore Wind Turbine,56961,VESTA,0.925,,0.925,0.925,2009,2039,0.25,,0.0,6494.0
Onshore Wind Turbine,56961,VESTA,91.575,,91.575,91.575,2009,2039,0.25,,0.0,6494.0
Onshore Wind Turbine,56979,1,231.5,,215.5,231.5,2009,2039,0.331,,0.0,15173.0
Onshore Wind Turbine,56981,1,249.0,,249.0,249.0,2009,2039,0.279,,0.0,12192.0
Onshore Wind Turbine,56983,1,180.0,,180.0,180.0,2009,2039,0.303,,0.0,6269.0
Onshore Wind Turbine,56984,1,197.0,,197.0,197.0,2009,2039,0.275,,0.0,14067.0
Landfill Gas,57020,GEN1,1.6,,1.6,1.6,2010,2110,0.696,13.5,1.957,71729.0
Landfill Gas,57020,GEN2,1.6,,1.6,1.6,2010,2110,0.696,13.5,1.746,66885.0
Batteries,65860,AVILA,160.0,464.0,160.0,160.0,2024,2039,0.85,,0.0,12544.0
Batteries,64164,ASWBE,120.0,190.0,120.0,120.0,2023,2038,0.85,,0.0,12544.0
Onshore Wind Turbine,57095,1,201.6,,201.6,201.6,2010,2040,0.19,,0.0,5262.0
Onshore Wind Turbine,57153,1,150.0,,150.0,150.0,2009,2039,0.351,,0.0,15656.0
Onshore Wind Turbine,57156,BC,120.0,,120.0,120.0,2009,2039,0.233,,0.0,26316.0
Landfill Gas,57167,GEN1,1.6,,1.6,1.6,2010,2110,0.817,13.5,2.025,53147.0
Landfill Gas,57167,GEN2,1.6,,1.6,1.6,2010,2110,0.817,13.5,1.953,52925.0
Solar Photovoltaic,57197,1,13.5,,13.9,13.5,2010,2040,0.171,,0.0,17114.0
Onshore Wind Turbine,57212,1,200.1,,200.1,200.1,2010,2040,0.29,,0.0,11539.0
Onshore Wind Turbine,57260,1,150.0,,150.0,150.0,2010,2040,0.28,,0.0,5654.0
Onshore Wind Turbine,57260,2,150.0,,150.0,150.0,2010,2040,0.177,,0.0,14250.0
Onshore Wind Turbine,57303,LWG1,73.5,,75.0,73.5,2009,2039,0.277,,0.0,17767.0
Onshore Wind Turbine,57303,LWG2,75.0,,75.0,75.0,2009,2039,0.277,,0.0,17043.0
Batteries,64312,BC,100.0,110.0,100.0,100.0,2021,2036,0.002,,0.0,12544.0
Onshore Wind Turbine,57415,1,6.6,,6.6,6.6,2011,2041,0.309,,0.0,1900.0
Onshore Wind Turbine,57415,1,44.088,,44.088,44.088,2011,2041,0.309,,0.0,1900.0
Onshore Wind Turbine,57415,1,81.312,,81.312,81.312,2011,2041,0.309,,0.0,1900.0
Onshore Wind Turbine,57474,1,10.0,,10.0,10.0,2011,2041,0.178,,0.0,3423.0
Onshore Wind Turbine,57520,1,121.968,,121.968,121.968,2011,2041,0.325,,0.0,9688.0
Onshore Wind Turbine,57520,1,66.132,,66.132,66.132,2011,2041,0.325,,0.0,9688.0
Onshore Wind Turbine,57520,1,9.9,,9.9,9.9,2011,2041,0.325,,0.0,9688.0
Onshore Wind Turbine,57617,GEN1,250.0,,250.0,250.0,2016,2046,0.34,,0.0,13321.0
Solar Photovoltaic,57659,PSF,144.0,,144.0,144.0,2021,2051,0.254,,0.0,9038.0
Batteries,67535,ASHU1,200.9,582.61,200.9,200.9,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,57699,AES1,30.0,,30.0,30.0,2011,2041,0.219,,0.0,3257.0
Onshore Wind Turbine,57751,1,200.0,,200.0,200.0,2012,2042,0.261,,0.0,9688.0
Onshore Wind Turbine,57752,1,201.6,,201.6,201.6,2012,2042,0.24,,0.0,9688.0
Batteries,67651,BERK,100.0,290.0,100.0,100.0,2025,2040,0.85,,0.0,12544.0
Onshore Wind Turbine,57802,MV1,203.0,,203.0,203.0,2012,2042,0.3,,0.0,9688.0
Batteries,66400,OCBEX,100.0,290.0,100.0,100.0,2025,2040,0.85,,0.0,12544.0
Batteries,68181,BELMB,100.0,290.0,100.0,100.0,2026,2041,,,,
Landfill Gas,57165,GEN1,1.6,,1.6,1.6,2011,2111,0.886,13.5,1.713,75890.0
Landfill Gas,57165,GEN2,1.6,,1.6,1.6,2011,2111,0.886,13.5,1.709,75890.0
Onshore Wind Turbine,57927,1,188.0,,188.0,188.0,2014,2044,0.284,,0.0,13321.0
Onshore Wind Turbine,57974,GEN1,161.0,,161.0,161.0,2012,2042,0.36,,0.0,9688.0
Onshore Wind Turbine,57981,GEN1,150.0,,150.0,150.0,2012,2042,0.371,,0.0,9688.0
Onshore Wind Turbine,57983,1,211.0,,211.0,211.0,2014,2044,0.388,,0.0,13321.0
Onshore Wind Turbine,57983,2,165.0,,165.0,165.0,2015,2045,0.388,,0.0,13321.0
Onshore Wind Turbine,58000,ANA,99.8,,99.8,99.8,2012,2042,0.369,,0.0,9688.0
Natural Gas Fired Combined Cycle,58001,CTG-1,232.0,,232.0,232.0,2014,2069,0.456,7.198,0.789572537,11973.82131
Natural Gas Fired Combined Cycle,58001,CTG-2,232.0,,232.0,232.0,2014,2069,0.456,7.198,0.789572537,11973.82131
Natural Gas Fired Combined Cycle,58001,CTG-3,232.0,,232.0,232.0,2015,2070,0.456,7.198,0.789572537,11973.82131
Natural Gas Fired Combined Cycle,58001,CTG-4,232.0,,232.0,232.0,2015,2070,0.456,7.198,0.789572537,11973.82131
Natural Gas Fired Combined Cycle,58001,STG-1,326.0,,339.2,326.0,2014,2069,0.456,7.198,0.789572537,11973.82131
Natural Gas Fired Combined Cycle,58001,STG-2,326.0,,339.2,326.0,2015,2070,0.456,7.198,0.789572537,11973.82131
Solar Photovoltaic,58009,1,5.6,,5.6,5.6,2012,2042,0.153,,0.0,9038.0
Solar Photovoltaic,58009,2,5.0,,5.0,5.0,2012,2042,0.153,,0.0,9038.0
Onshore Wind Turbine,58021,1,92.3,,92.0,92.3,2012,2042,0.279,,0.0,9688.0
Solar Photovoltaic,58027,1,9.9,,10.0,9.9,2012,2042,0.153,,0.0,4158.0
Onshore Wind Turbine,58048,1,30.0,,30.0,30.0,2012,2042,0.246,,0.0,13321.0
Solar Photovoltaic,58068,1,9.9,,10.0,9.9,2012,2042,0.153,,0.0,4158.0
Onshore Wind Turbine,58080,1,112.5,,112.5,112.5,2008,2038,0.355,,0.0,20903.0
Batteries,68495,BDOG1,60.0,174.0,60.0,60.0,2026,2041,,,,
Batteries,68456,BSIIS,150.0,435.0,150.0,150.0,2025,2040,,,,
Batteries,60690,WBSS,30.0,12.6,30.0,30.0,2017,2032,0.0,,0.0,12544.0
Batteries,66804,1,150.0,300.0,150.0,150.0,2024,2039,0.85,,0.0,12544.0
Onshore Wind Turbine,58321,1,150.0,,150.0,150.0,2013,2043,0.391,,0.0,13321.0
Onshore Wind Turbine,58372,GEN1,135.4,,135.4,135.4,2012,2042,0.374,,0.0,13321.0
Natural Gas Fired Combustion Turbine,58378,GT2,74.0,,82.2,81.0,2013,2068,0.161,21.476,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,58471,CTG1,150.0,,179.4,168.0,2015,2070,0.153,11.065,1.74861846,10539.91632
Natural Gas Fired Combustion Turbine,58471,CTG2,150.0,,179.4,168.0,2015,2070,0.153,11.065,1.74861846,10539.91632
Batteries,64296,BRAZ,9.9,9.9,9.9,9.9,2020,2035,0.0,,0.0,12544.0
Solar Photovoltaic,58488,1,10.0,,10.0,10.0,2013,2043,0.279,,0.0,7714.0
Solar Photovoltaic,58537,1,40.7,,40.7,40.7,2013,2043,0.229,,0.0,9730.0
Batteries,66690,BEND,100.0,100.0,100.0,100.0,2024,2039,0.85,,0.0,12544.0
Onshore Wind Turbine,58614,PAT1,226.1,,226.1,226.1,2019,2049,0.304,,0.0,13321.0
Batteries,58710,BARBA,13.11199103,52.44796412,13.11260766,13.11199103,2025,2055,0.85,,0.0,12544.0
Solar Photovoltaic,58710,BRLA,30.2,,30.2,30.2,2015,2045,0.244,,0.0,7714.0
Solar Photovoltaic,58716,1,4.4,,4.4,4.4,2014,2044,0.205,,0.0,7714.0
Solar Photovoltaic,58717,1,39.6,,39.6,39.6,2014,2044,0.22,,0.0,7714.0
Onshore Wind Turbine,58766,1,257.0,,257.3,257.0,2016,2046,0.469,,0.0,13321.0
Onshore Wind Turbine,58838,KW1,110.0,,110.0,110.0,2015,2045,0.437,,0.0,13321.0
Batteries,66688,BASS1,103.6,300.44,103.6,103.6,2024,2039,0.85,,0.0,12544.0
Onshore Wind Turbine,59034,SHAN1,204.0,,204.0,204.0,2015,2045,0.333,,0.0,13321.0
Onshore Wind Turbine,59063,WT1,201.0,,201.0,201.0,2018,2048,0.346,,0.0,13321.0
Onshore Wind Turbine,59066,MVII,228.0,,228.0,228.0,2017,2047,0.293,,0.0,13321.0
Onshore Wind Turbine,59118,CAM1,165.0,,165.0,165.0,2015,2045,0.293,,0.0,13321.0
Onshore Wind Turbine,59193,CHA1,249.0,,236.0,249.0,2017,2047,0.273,,0.0,13321.0
Solar Photovoltaic,59204,OCIA3,5.5,,5.5,5.5,2015,2045,0.224,,0.0,7714.0
Solar Photovoltaic,59205,OCIA5,100.0,,100.0,100.0,2015,2045,0.229,,0.0,7714.0
Solar Photovoltaic,59206,OCIA6,116.0,,105.0,116.0,2017,2047,0.24,,0.0,7714.0
Solar Photovoltaic,59207,OCIA7,100.0,,100.0,100.0,2016,2046,0.29,,0.0,7714.0
Onshore Wind Turbine,59238,WND2,0.2028,,0.2028,0.2028,2014,2044,0.373,,0.0,13321.0
Onshore Wind Turbine,59238,WND2,67.4648,,67.4648,67.4648,2014,2044,0.373,,0.0,13321.0
Onshore Wind Turbine,59244,FIBE1,80.0,,80.0,80.0,2018,2048,0.505,,0.0,13321.0
Onshore Wind Turbine,59245,FLUV1,155.4,,155.4,155.4,2017,2047,0.431,,0.0,13321.0
Onshore Wind Turbine,59320,GEN1,200.0,,200.0,200.0,2015,2045,0.349,,0.0,13321.0
Onshore Wind Turbine,59321,GEN1,200.0,,200.0,200.0,2016,2046,0.361,,0.0,13321.0
Onshore Wind Turbine,59332,MSCRK,211.2,,211.2,211.2,2015,2045,0.344,,0.0,13321.0
Natural Gas Internal Combustion Engine,59391,ENG01,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG02,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG03,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG04,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG05,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG06,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG07,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG08,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG09,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG10,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG11,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Natural Gas Internal Combustion Engine,59391,ENG12,18.3,,18.7,18.3,2016,2071,0.165,10.745,1.74861846,1121.119057
Onshore Wind Turbine,59417,WT1,20.0,,20.0,20.0,2015,2045,0.199,,0.0,13321.0
Onshore Wind Turbine,59442,1,200.1,,200.1,200.1,2015,2045,0.373,,0.0,13321.0
Landfill Gas,58946,ENG1,1.4,,1.4,1.4,2011,2111,0.728,13.5,3.136,10167.0
Batteries,67761,1,200.0,580.0,200.0,200.0,2025,2040,0.85,,0.0,12544.0
Landfill Gas,58946,ENG2,1.4,,1.4,1.4,2011,2111,0.728,13.5,3.136,10167.0
Landfill Gas,58946,ENG3,1.4,,1.4,1.4,2011,2111,0.728,13.5,3.136,10167.0
Onshore Wind Turbine,59654,1,78.0,,78.0,78.0,2015,2045,0.416,,0.0,13321.0
Batteries,65259,P1,50.0,50.0,50.0,50.0,2022,2037,0.0,,0.0,12544.0
Petroleum Liquids,66992,VWWTP,1.3,,1.3,1.3,2020,2070,0.008,11.859,4.062,10896.0
Onshore Wind Turbine,59712,SRWI,95.3,,95.3,95.3,2017,2047,0.266,,0.0,13321.0
Onshore Wind Turbine,59732,GPI,150.0,,150.0,150.0,2015,2045,0.263,,0.0,13321.0
Onshore Wind Turbine,59733,GPII,150.0,,150.0,150.0,2015,2045,0.282,,0.0,13321.0
Onshore Wind Turbine,59734,BFW,150.0,,150.0,150.0,2015,2045,0.278,,0.0,13321.0
Batteries,65861,CACHI,200.0,580.0,200.0,200.0,2024,2039,0.85,,0.0,12544.0
Batteries,66338,CALL1,200.0,200.0,223.4,200.0,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,59806,SOLAR,101.0,,101.0,101.0,2025,2055,0.176,,0.0,7714.0
Natural Gas Fired Combined Cycle,59812,CGT4,327.8,,360.0,353.3,2017,2072,0.596,7.05,0.74665531,2738.8691660000004
Natural Gas Fired Combined Cycle,59812,CGT5,329.3,,360.0,354.6,2017,2072,0.596,7.05,0.74665531,2738.8691660000004
Natural Gas Fired Combined Cycle,59812,STG6,446.3,,511.2,473.1,2017,2072,0.596,7.05,0.74665531,2738.8691660000004
Natural Gas Internal Combustion Engine,59938,UNIT1,8.3,,8.5,8.4,2016,2071,0.191,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,59938,UNIT2,8.3,,8.5,8.4,2016,2071,0.191,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,59938,UNIT3,8.3,,8.5,8.4,2016,2071,0.191,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,59938,UNIT4,8.3,,8.5,8.4,2016,2071,0.191,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,59938,UNIT5,8.3,,8.5,8.4,2016,2071,0.191,10.745,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,59938,UNIT6,8.3,,8.5,8.4,2016,2071,0.191,10.745,1.370381634,1230.331313
Onshore Wind Turbine,59943,1,207.2,,207.2,207.2,2015,2045,0.355,,0.0,13321.0
Onshore Wind Turbine,59972,BRKAT,196.7,,196.7,196.7,2018,2048,0.376,,0.0,13321.0
Solar Photovoltaic,59994,ROSEK,157.5,,160.0,157.5,2016,2046,0.275,,0.0,7714.0
Batteries,59118,SABAL,16.4,32.8,16.4,16.4,2024,2039,0.85,,0.0,12544.0
Solar Photovoltaic,60044,BKTH1,154.0,,154.0,154.0,2018,2048,0.231,,0.0,7714.0
Onshore Wind Turbine,60059,1,110.0,,110.0,110.0,2015,2045,0.378,,0.0,13321.0
Batteries,65589,CARNA,150.0,435.0,150.0,150.0,2024,2039,0.85,,0.0,12544.0
Onshore Wind Turbine,60104,GEWTG,249.7,,249.7,249.7,2015,2045,0.422,,0.0,13321.0
Batteries,68513,CWHBA,150.0,435.0,150.0,150.0,2025,2040,,,,
Natural Gas Fired Combined Cycle,60122,CT7,329.3,,360.9,360.2,2017,2072,0.624,7.05,0.74665531,2738.8691660000004
Natural Gas Fired Combined Cycle,60122,CT8,335.0,,360.9,359.6,2017,2072,0.624,7.05,0.74665531,2738.8691660000004
Natural Gas Fired Combined Cycle,60122,STG9,478.4,,508.5,490.5,2017,2072,0.624,7.05,0.74665531,2738.8691660000004
Solar Photovoltaic,60123,CGAP,180.0,,180.0,180.0,2018,2048,0.273,,0.0,9730.0
Onshore Wind Turbine,60217,RKSP,149.3,,149.3,149.3,2017,2047,0.361,,0.0,13321.0
Batteries,60123,BAT1,9.9,42.0,9.9,9.9,2019,2034,0.0,,0.0,17250.0
Batteries,65870,CASTR,200.0,580.0,200.0,200.0,2024,2039,0.85,,0.0,12544.0
Batteries,65809,CATER,5.2371,5.2371,5.2371,5.2371,2022,2037,0.0,,0.0,12544.0
Batteries,65809,CATER,4.2669,4.2669,4.2669,4.2669,2022,2037,0.0,,0.0,12544.0
Batteries,65809,CATER,0.396,0.396,0.396,0.396,2022,2037,0.0,,0.0,12544.0
Natural Gas Fired Combustion Turbine,60264,BCGT1,54.0,,71.2,60.0,2018,2073,0.084,13.147,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,60264,BCGT2,54.0,,71.2,60.0,2018,2073,0.084,13.147,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,60264,BCGT3,54.0,,71.2,60.0,2018,2073,0.084,13.147,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,60264,BCGT4,54.0,,71.2,60.0,2018,2073,0.084,13.147,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,60264,BCGT5,54.0,,71.2,60.0,2018,2073,0.084,13.147,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,60264,BCGT6,54.0,,71.2,60.0,2018,2073,0.084,13.147,1.485029017,1229.357899
Onshore Wind Turbine,60271,WT1,308.8,,308.8,308.8,2024,2054,0.279,,0.0,13321.0
Onshore Wind Turbine,60272,WT1,150.0,,150.0,150.0,2025,2055,0.279,,0.0,13321.0
Onshore Wind Turbine,60273,WT1,150.0,,150.0,150.0,2025,2055,0.279,,0.0,13321.0
Batteries,67570,3004,10.0,29.0,10.0,10.0,2026,2041,0.85,,0.0,12544.0
Onshore Wind Turbine,60338,EWF,230.0,,230.0,230.0,2016,2046,0.45,,0.0,13321.0
Onshore Wind Turbine,60339,HCWF,230.0,,230.0,230.0,2016,2046,0.424,,0.0,13321.0
Solar Photovoltaic,60372,LSPV1,100.0,,102.0,100.0,2017,2047,0.254,,0.0,7714.0
Batteries,65810,CDRVL,5.2371,5.2371,5.2371,5.2371,2022,2037,0.0,,0.0,12544.0
Batteries,65810,CDRVL,4.2669,4.2669,4.2669,4.2669,2022,2037,0.0,,0.0,12544.0
Batteries,65810,CDRVL,0.396,0.396,0.396,0.396,2022,2037,0.0,,0.0,12544.0
Solar Photovoltaic,60427,CSS1,2.0,,2.0,2.0,2015,2045,0.161,,0.0,7714.0
Solar Photovoltaic,60436,1,118.5,,118.5,118.5,2017,2047,0.273,,0.0,7714.0
Natural Gas Fired Combustion Turbine,60459,PC1,43.0,,60.5,46.0,2017,2072,0.091,11.197,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,60459,PC2,43.0,,60.5,46.0,2017,2072,0.091,11.197,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,60460,CH1,43.0,,60.5,46.0,2017,2072,0.149,10.849,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,60460,CH2,43.0,,60.5,46.0,2017,2072,0.149,10.849,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,60468,GT-1,117.0,,121.5,119.0,2018,2073,0.085,12.943,1.74861846,1121.119057
Solar Photovoltaic,60472,CPS1,1.0,,1.0,1.0,2016,2046,0.242,,0.0,7714.0
Onshore Wind Turbine,60502,GEN1,125.0,,125.6,125.0,2016,2046,0.348,,0.0,13321.0
Batteries,63737,CHS01,100.0,125.0,100.0,100.0,2021,2036,0.0,,0.0,12544.0
